 "x" , "p" , "o" ,
 勘十郎 , "http://kg.course/talkop-vivre-card/0年前" , 漂流到德雷斯罗萨后被囚禁 ,
 勘十郎 , "http://kg.course/talkop-vivre-card/0年前" , 逃出和之国 ,
 勘十郎 , "http://kg.course/talkop-vivre-card/0年前" , "通过“时间果实”从20年前来到现在" ,
 勘十郎 , "http://kg.course/talkop-vivre-card/？年前" , 成为光月御田的家臣 ,
 勘十郎 , "http://kg.course/talkop-vivre-card/59年前" , 生于和之国 ,
 唐吉诃德•罗西南迪 , "http://kg.course/talkop-vivre-card/？年前" , 成为寂静果实的能力者 ,
 唐吉诃德•罗西南迪 , "http://kg.course/talkop-vivre-card/？年前" , 晋升为海军本部中校，潜入堂吉诃德家族 ,
 唐吉诃德•罗西南迪 , "http://kg.course/talkop-vivre-card/？年前" , 被战国保护 ,
 唐吉诃德•罗西南迪 , "http://kg.course/talkop-vivre-card/13年前" , 被多弗朗明哥杀害 ,
 唐吉诃德•罗西南迪 , "http://kg.course/talkop-vivre-card/33年前" , 父亲舍弃天龙人的地位，移居到人世 ,
 唐吉诃德•罗西南迪 , "http://kg.course/talkop-vivre-card/16年前" , 和罗相遇 ,
 唐吉诃德•罗西南迪 , "http://kg.course/talkop-vivre-card/39年前" , 作为天龙人出生于玛丽乔亚 ,
 曼雪莉 , "http://kg.course/talkop-vivre-card/0年前" , 出席世界会议，和力库王家族同行 ,
 曼雪莉 , "http://kg.course/talkop-vivre-card/0年前" , 被雷奥解救 ,
 曼雪莉 , "http://kg.course/talkop-vivre-card/？年前" , 和雷奥相遇 ,
 曼雪莉 , "http://kg.course/talkop-vivre-card/？年前" , 成为治愈果实的能力者 ,
 曼雪莉 , "http://kg.course/talkop-vivre-card/？年前" , 被堂吉诃德海贼团抓住囚禁 ,
 曼雪莉 , "http://kg.course/talkop-vivre-card/25年前" , 出生于咚塔塔王国 ,
 爱德华•威布尔 , "http://kg.course/talkop-vivre-card/0年前" , "威布尔毁灭A•O海贼团" ,
 爱德华•威布尔 , "http://kg.course/talkop-vivre-card/2年前" , 看到白胡子死亡的报道，威布尔发誓要复仇 ,
 爱德华•威布尔 , "http://kg.course/talkop-vivre-card/？年前" , 威布尔加入王下七武海 ,
 爱德华•威布尔 , "http://kg.course/talkop-vivre-card/？年前" , 巴金与白胡子一同航海 ,
 爱德华•威布尔 , "http://kg.course/talkop-vivre-card/35年前" , 巴金生下威布尔 ,
 巴金 , "http://kg.course/talkop-vivre-card/0年前" , "威布尔毁灭A•O海贼团" ,
 巴金 , "http://kg.course/talkop-vivre-card/2年前" , 看到白胡子死亡的报道，威布尔发誓要复仇 ,
 巴金 , "http://kg.course/talkop-vivre-card/？年前" , 威布尔加入王下七武海 ,
 巴金 , "http://kg.course/talkop-vivre-card/？年前" , 巴金与白胡子一同航海 ,
 巴金 , "http://kg.course/talkop-vivre-card/35年前" , 巴金生下威布尔 ,
 象主 , "http://kg.course/talkop-vivre-card/0年前" , 在桃之助的命令下攻击杰克的舰队 ,
 象主 , "http://kg.course/talkop-vivre-card/0年前" , 路飞他们在毛茸茸公国登陆 ,
 象主 , "http://kg.course/talkop-vivre-card/？年前" , 因犯下罪行，被处罚只允许其「行走」 ,
 象主 , "http://kg.course/talkop-vivre-card/？年前" , 毛茸茸公国在其背上建国 ,
 旺达 , "http://kg.course/talkop-vivre-card/0年前" , 登陆和之国 ,
 旺达 , "http://kg.course/talkop-vivre-card/0年前" , 被娜美她们帮助 ,
 旺达 , "http://kg.course/talkop-vivre-card/0年前" , 被杰克袭击 ,
 旺达 , "http://kg.course/talkop-vivre-card/？年前" , 加入火枪队 ,
 旺达 , "http://kg.course/talkop-vivre-card/？年前" , 被选中成为王之鸟 ,
 加洛特 , "http://kg.course/talkop-vivre-card/0年前" , 佩德罗在她眼前自爆 ,
 加洛特 , "http://kg.course/talkop-vivre-card/0年前" , 变身为“月亮狮子”，击败大福舰队 ,
 加洛特 , "http://kg.course/talkop-vivre-card/0年前" , 和乔巴一起战胜了布蕾 ,
 加洛特 , "http://kg.course/talkop-vivre-card/0年前" , 和路飞他们一起前往和之国 ,
 加洛特 , "http://kg.course/talkop-vivre-card/0年前" , 在杰克对佐乌的袭击中惨败，被“草帽一伙”拯救 ,
 加洛特 , "http://kg.course/talkop-vivre-card/0年前" , 擅自登上千阳号，跟着路飞一行人前往蛋糕岛 ,
 加洛特 , "http://kg.course/talkop-vivre-card/？年前" , 加入火枪队 ,
 加洛特 , "http://kg.course/talkop-vivre-card/？年前" , 从佩德罗那学习战斗的方法 ,
 杰克 , "http://kg.course/talkop-vivre-card/0年前" , 回到和之国 ,
 杰克 , "http://kg.course/talkop-vivre-card/0年前" , 再次袭击佐乌，失败 ,
 杰克 , "http://kg.course/talkop-vivre-card/0年前" , 在德雷斯罗萨近海与海军舰队发生冲突 ,
 杰克 , "http://kg.course/talkop-vivre-card/0年前" , 袭击佐乌，破坏克劳都 ,
 杰克 , "http://kg.course/talkop-vivre-card/？年前" , 加入百兽海贼团 ,
 杰克 , "http://kg.course/talkop-vivre-card/？年前" , 升职为大看版 ,
 西普斯海德 , "http://kg.course/talkop-vivre-card/0年前" , 与杰克一起袭击佐乌的克劳都 ,
 西普斯海德 , "http://kg.course/talkop-vivre-card/0年前" , 为了寻找雷藏，与杰克分开留在佐乌 ,
 西普斯海德 , "http://kg.course/talkop-vivre-card/0年前" , 在佐乌被山治打败，撤退 ,
 西普斯海德 , "http://kg.course/talkop-vivre-card/0年前" , 在佐乌被打败，沉入大海 ,
 西普斯海德 , "http://kg.course/talkop-vivre-card/0年前" , 被杰克处罚 ,
 西西里安 , "http://kg.course/talkop-vivre-card/0年前" , 与杰克等人交战 ,
 西西里安 , "http://kg.course/talkop-vivre-card/0年前" , 与犬岚一起进入和之国 ,
 西西里安 , "http://kg.course/talkop-vivre-card/0年前" , 自荐要求加入夺回山治的战斗 ,
 西西里安 , "http://kg.course/talkop-vivre-card/？年前" , 加入火枪队 ,
 西西里安 , "http://kg.course/talkop-vivre-card/？年前" , 成为犬岚三枪手 ,
 西西里安 , "http://kg.course/talkop-vivre-card/？年前" , 西西里安成为火枪队队长 ,
 犬岚 , "http://kg.course/talkop-vivre-card/0年前" , 登陆和之国 ,
 犬岚 , "http://kg.course/talkop-vivre-card/0年前" , 受到杰克的侵略，失去左腿 ,
 犬岚 , "http://kg.course/talkop-vivre-card/？年前" , 成为光月御田的家臣 ,
 犬岚 , "http://kg.course/talkop-vivre-card/？年前" , 乘上白胡子海贼团的船 ,
 犬岚 , "http://kg.course/talkop-vivre-card/？年前" , 乘上罗杰海贼团的船 ,
 犬岚 , "http://kg.course/talkop-vivre-card/？年前" , 作为“白昼之王”统治毛茸茸公国 ,
 犬岚 , "http://kg.course/talkop-vivre-card/？年前" , 回到毛茸茸公国 ,
 乔凡尼 , "http://kg.course/talkop-vivre-card/0年前" , 与杰克等人交战 ,
 乔凡尼 , "http://kg.course/talkop-vivre-card/0年前" , 与犬岚一起进入和之国 ,
 乔凡尼 , "http://kg.course/talkop-vivre-card/0年前" , 自荐要求加入夺回山治的战斗 ,
 乔凡尼 , "http://kg.course/talkop-vivre-card/？年前" , 加入火枪队 ,
 乔凡尼 , "http://kg.course/talkop-vivre-card/？年前" , 成为犬岚三枪手 ,
 乔凡尼 , "http://kg.course/talkop-vivre-card/？年前" , 西西里安成为火枪队队长 ,
 康斯洛特 , "http://kg.course/talkop-vivre-card/0年前" , 与杰克等人交战 ,
 康斯洛特 , "http://kg.course/talkop-vivre-card/0年前" , 与犬岚一起进入和之国 ,
 康斯洛特 , "http://kg.course/talkop-vivre-card/0年前" , 自荐要求加入夺回山治的战斗 ,
 康斯洛特 , "http://kg.course/talkop-vivre-card/？年前" , 加入火枪队 ,
 康斯洛特 , "http://kg.course/talkop-vivre-card/？年前" , 成为犬岚三枪手 ,
 康斯洛特 , "http://kg.course/talkop-vivre-card/？年前" , 西西里安成为火枪队队长 ,
 猫蝮蛇 , "http://kg.course/talkop-vivre-card/0年前" , 受到杰克的侵略，失去左手 ,
 猫蝮蛇 , "http://kg.course/talkop-vivre-card/0年前" , 在白胡子的故乡斯芬克斯与马尔科见面 ,
 猫蝮蛇 , "http://kg.course/talkop-vivre-card/？年前" , 成为光月御田的家臣 ,
 猫蝮蛇 , "http://kg.course/talkop-vivre-card/？年前" , 乘上白胡子海贼团的船 ,
 猫蝮蛇 , "http://kg.course/talkop-vivre-card/？年前" , 乘上罗杰海贼团的船 ,
 猫蝮蛇 , "http://kg.course/talkop-vivre-card/？年前" , 回到毛茸茸公国 ,
 猫蝮蛇 , "http://kg.course/talkop-vivre-card/？年前" , 作为“黑夜之王”统治毛茸茸公国 ,
 维特 , "http://kg.course/talkop-vivre-card/0年前" , 和“草帽一伙”组成同盟 ,
 维特 , "http://kg.course/talkop-vivre-card/0年前" , 威胁山治 ,
 维特 , "http://kg.course/talkop-vivre-card/0年前" , "离开Big Mom海贼团旗下" ,
 维特 , "http://kg.course/talkop-vivre-card/？年前" , "加入Big Mom海贼团旗下" ,
 维特 , "http://kg.course/talkop-vivre-card/？年前" , 加入火焰坦克海贼团 ,
 维特 , "http://kg.course/talkop-vivre-card/？年前" , 开始阅读世界经济新闻 ,
 维特 , "http://kg.course/talkop-vivre-card/？年前" , "成为「杰尔马66」的忠实粉丝" ,
 佩德罗 , "http://kg.course/talkop-vivre-card/0年前" , 与路飞等人一道，再度潜入蛋糕岛 ,
 佩德罗 , "http://kg.course/talkop-vivre-card/0年前" , 为了让路飞等人逃走，使用炸药自爆 ,
 佩德罗 , "http://kg.course/talkop-vivre-card/？年前" , "遇见哥尔•D•罗杰" ,
 佩德罗 , "http://kg.course/talkop-vivre-card/10年前" , 告别一同航海的贝壳慕斯 ,
 佩德罗 , "http://kg.course/talkop-vivre-card/15年前" , 作为探险队出海，却因遭到政府追捕而成为海贼 ,
 佩德罗 , "http://kg.course/talkop-vivre-card/15年前" , "成为赏金3亿8200万贝里的悬赏犯" ,
 佩德罗 , "http://kg.course/talkop-vivre-card/5年前" , "在蛋糕岛失去泽波，被Big Mom夺去寿命" ,
 佩德罗 , "http://kg.course/talkop-vivre-card/32年前" , 出生在佐乌 ,
 夏洛特•布琳 , "http://kg.course/talkop-vivre-card/0年前" , 协助山治·戚风制作结婚蛋糕 ,
 夏洛特•布琳 , "http://kg.course/talkop-vivre-card/0年前" , 和山治订婚 ,
 夏洛特•布琳 , "http://kg.course/talkop-vivre-card/0年前" , 杀害山治失败 ,
 夏洛特•布琳 , "http://kg.course/talkop-vivre-card/0年前" , 目送山治返回“草帽一伙” ,
 夏洛特•布琳 , "http://kg.course/talkop-vivre-card/？年前" , 因为三只眼遭到欺凌 ,
 夏洛特•布琳 , "http://kg.course/talkop-vivre-card/？年前" , 成为咖啡店「卡拉梅尔」的店主 ,
 夏洛特•布琳 , "http://kg.course/talkop-vivre-card/16年前" , 继承三眼族的血脉诞生 ,
 戈蒂 , "http://kg.course/talkop-vivre-card/0年前" , 和“草帽一伙”组成同盟 ,
 戈蒂 , "http://kg.course/talkop-vivre-card/0年前" , "离开Big Mom海贼团旗下" ,
 戈蒂 , "http://kg.course/talkop-vivre-card/0年前" , 对侮辱维特的山治大发雷霆 ,
 戈蒂 , "http://kg.course/talkop-vivre-card/0年前" , 对侮辱贝基的路飞大发雷霆 ,
 戈蒂 , "http://kg.course/talkop-vivre-card/？年前" , "加入Big Mom海贼团旗下" ,
 戈蒂 , "http://kg.course/talkop-vivre-card/？年前" , 加入火焰坦克海贼团 ,
 戈蒂 , "http://kg.course/talkop-vivre-card/？年前" , 失去右臂，安装上机关枪 ,
 文斯莫克·勇治 , "http://kg.course/talkop-vivre-card/0年前" , 出席山治和布琳的结婚典礼 ,
 文斯莫克·勇治 , "http://kg.course/talkop-vivre-card/0年前" , 护卫“草帽一伙”从蛋糕岛逃走 ,
 文斯莫克·勇治 , "http://kg.course/talkop-vivre-card/？年前" , 母亲索拉病死 ,
 文斯莫克·勇治 , "http://kg.course/talkop-vivre-card/？年前" , 身上出现「外骨骼」 ,
 文斯莫克·勇治 , "http://kg.course/talkop-vivre-card/21年前" , 作为文斯莫克家的四男而诞生 ,
 文斯莫克·蕾玖 , "http://kg.course/talkop-vivre-card/0年前" , 护卫“草帽一伙”从蛋糕岛逃走 ,
 文斯莫克·蕾玖 , "http://kg.course/talkop-vivre-card/0年前" , 出席山治与布琳的结婚典礼 ,
 文斯莫克·蕾玖 , "http://kg.course/talkop-vivre-card/0年前" , 受到布琳的袭击 ,
 文斯莫克·蕾玖 , "http://kg.course/talkop-vivre-card/0年前" , 在蛋糕岛与山治再会 ,
 文斯莫克·蕾玖 , "http://kg.course/talkop-vivre-card/0年前" , 遇到“草帽一伙”，拯救因为毒素而濒死的路飞 ,
 文斯莫克·蕾玖 , "http://kg.course/talkop-vivre-card/？年前" , 在严苛训练的空当中与索拉度过母女相处的时间 ,
 文斯莫克·蕾玖 , "http://kg.course/talkop-vivre-card/24年前" , 作为文斯莫克家的长女出生 ,
 文斯莫克·蕾玖 , "http://kg.course/talkop-vivre-card/13年前" , 感受到山治的心情，帮助他从杰尔马逃走 ,
 夏洛特•玲玲 , "http://kg.course/talkop-vivre-card/0年前" , 漂流到和之国 ,
 夏洛特•玲玲 , "http://kg.course/talkop-vivre-card/？年前" , "成为赏金5000万贝里的通缉犯" ,
 夏洛特•玲玲 , "http://kg.course/talkop-vivre-card/？年前" , "组建Big·Mom海贼团" ,
 夏洛特•玲玲 , "http://kg.course/talkop-vivre-card/63年前" , 因为「思食症」破坏了艾尔巴夫的村庄 ,
 夏洛特•玲玲 , "http://kg.course/talkop-vivre-card/63年前" , 因为被流放国外和父母分开，来到艾尔巴夫的「羔羊之家」 ,
 夏洛特•玲玲 , "http://kg.course/talkop-vivre-card/50年前" , 生下长子佩罗斯佩罗 ,
 夏洛特•玲玲 , "http://kg.course/talkop-vivre-card/68年前" , 作为人类的孩子出生 ,
 夏洛特·普拉琳涅 , "http://kg.course/talkop-vivre-card/0年前" , 协助“草帽一伙”的逃脱作战 ,
 夏洛特·普拉琳涅 , "http://kg.course/talkop-vivre-card/？年前" , 和阿拉丁政治联姻 ,
 夏洛特·普拉琳涅 , "http://kg.course/talkop-vivre-card/29年前" , 在夏洛特家出生 ,
 庞德 , "http://kg.course/talkop-vivre-card/0年前" , 为了保护戚风等人，被欧文持凶器打倒 ,
 庞德 , "http://kg.course/talkop-vivre-card/0年前" , "看到26年未见的戚风的样子" ,
 庞德 , "http://kg.course/talkop-vivre-card/0年前" , 遇见路飞等人 ,
 庞德 , "http://kg.course/talkop-vivre-card/？年前" , "与Big Mom结婚" ,
 庞德 , "http://kg.course/talkop-vivre-card/？年前" , 太过伤心，被埋进诱惑之森 ,
 庞德 , "http://kg.course/talkop-vivre-card/26年前" , 戚风和罗拉出生 ,
 庞德 , "http://kg.course/talkop-vivre-card/26年前" , "被Big Mom抛弃、女儿被夺走" ,
 夏洛特•布蕾 , "http://kg.course/talkop-vivre-card/0年前" , 在诱惑森林迎击“草帽一伙” ,
 夏洛特•布蕾 , "http://kg.course/talkop-vivre-card/0年前" , 治疗失败负伤的卡塔库栗 ,
 夏洛特•布蕾 , "http://kg.course/talkop-vivre-card/0年前" , "被强迫参加Big·Mom暗杀计划" ,
 夏洛特•布蕾 , "http://kg.course/talkop-vivre-card/？年前" , 脸上被划伤 ,
 文斯莫克·伽治 , "http://kg.course/talkop-vivre-card/0年前" , "通过政治联姻与Big Mom达成友好关系的计划失败" ,
 文斯莫克·伽治 , "http://kg.course/talkop-vivre-card/？年前" , 出国，加入海外的非法研究团队 ,
 文斯莫克·伽治 , "http://kg.course/talkop-vivre-card/？年前" , 妻子·索拉去世 ,
 文斯莫克·伽治 , "http://kg.course/talkop-vivre-card/？年前" , 成为杰尔马的国王，将之建设为科学王国 ,
 文斯莫克·伽治 , "http://kg.course/talkop-vivre-card/？年前" , 研究团队解散，仍旧继续对「血统因子」的研究 ,
 文斯莫克·伽治 , "http://kg.course/talkop-vivre-card/？年前" , 讨伐北海的四位国王 ,
 文斯莫克·伽治 , "http://kg.course/talkop-vivre-card/21年前" , 伊治、尼治、山治、勇治出生 ,
 文斯莫克·伽治 , "http://kg.course/talkop-vivre-card/24年前" , 蕾玖出生 ,
 夏洛特·戚风 , "http://kg.course/talkop-vivre-card/0年前" , 协助山治和布琳一起制作蛋糕 ,
 夏洛特·戚风 , "http://kg.course/talkop-vivre-card/0年前" , 被贝基救出，离开蛋糕岛 ,
 夏洛特·戚风 , "http://kg.course/talkop-vivre-card/？年前" , 代替逃跑的罗拉，被巨人族提亲 ,
 夏洛特·戚风 , "http://kg.course/talkop-vivre-card/？年前" , 和卡彭·贝基结婚 ,
 夏洛特·戚风 , "http://kg.course/talkop-vivre-card/？年前" , 成为蓬松岛的蓬松大臣 ,
 夏洛特·戚风 , "http://kg.course/talkop-vivre-card/？年前" , 提亲破裂，被发怒的妈妈暴力相向 ,
 夏洛特·戚风 , "http://kg.course/talkop-vivre-card/1年前" , 生下卡彭·贝茨 ,
 夏洛特•佩罗斯佩罗 , "http://kg.course/talkop-vivre-card/0年前" , "和Big·Mom等人一同前往和之国" ,
 夏洛特•佩罗斯佩罗 , "http://kg.course/talkop-vivre-card/0年前" , 因为佩德罗的自爆失去右胳膊 ,
 夏洛特•佩罗斯佩罗 , "http://kg.course/talkop-vivre-card/0年前" , 接送茶话会的客人 ,
 夏洛特•佩罗斯佩罗 , "http://kg.course/talkop-vivre-card/0年前" , 用糖果工艺再现庞克哈萨德的工厂 ,
 夏洛特•佩罗斯佩罗 , "http://kg.course/talkop-vivre-card/0年前" , "陷害「杰尔马66」" ,
 夏洛特•佩罗斯佩罗 , "http://kg.course/talkop-vivre-card/？年前" , 吃下舔舔果实 ,
 夏洛特•克力架 , "http://kg.course/talkop-vivre-card/0年前" , 被路飞打飞 ,
 夏洛特•克力架 , "http://kg.course/talkop-vivre-card/0年前" , 在诱惑森林里迎击“草帽一伙” ,
 夏洛特•克力架 , "http://kg.course/talkop-vivre-card/？年前" , "成为赏金8亿6000万贝里的通缉犯" ,
 巴姆大王 , "http://kg.course/talkop-vivre-card/0年前" , "因为娜美手中的Big Mom的生命卡的力量而成为她的仆从" ,
 巴姆大王 , "http://kg.course/talkop-vivre-card/0年前" , "被Big Mom挖掉半个身体" ,
 巴姆大王 , "http://kg.course/talkop-vivre-card/0年前" , 被克力架砍到头 ,
 巴姆大王 , "http://kg.course/talkop-vivre-card/0年前" , 被普罗米修斯用火烧 ,
 巴姆大王 , "http://kg.course/talkop-vivre-card/0年前" , 被阿曼德砍成两半 ,
 巴姆大王 , "http://kg.course/talkop-vivre-card/？年前" , "因为Big Mom的能力而成为霍米兹" ,
 巴姆大王 , "http://kg.course/talkop-vivre-card/？年前" , "开始和树女士（Lady Tree）交往" ,
